Model,Platform,Benchmark Suite,Benchmark,Dataset,Oracle Mapping,Predicted Mapping,Correct?,Speedup
Grewe et al.,nvidia_gtx_960,npb-3.3,pintgr2,W,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pintgr2,W,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pintgr3,A,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pintgr3,A,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,pintgr3,A,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,pintgr3,A,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pintgr3,A,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pintgr3,A,0,1,0,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,pintgr3,A,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pintgr3,A,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pintgr3,B,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pintgr3,B,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,pintgr3,B,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,pintgr3,B,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pintgr3,B,1,0,0,0.6760135563731265
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pintgr3,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,pintgr3,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pintgr3,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pintgr3,C,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pintgr3,C,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,pintgr3,C,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,pintgr3,C,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pintgr3,C,1,0,0,0.49002146084906384
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pintgr3,C,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,pintgr3,C,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pintgr3,C,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pintgr3,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pintgr3,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,pintgr3,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,pintgr3,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pintgr3,S,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pintgr3,S,0,0,1,1.5710620182915571
Grewe et al.,nvidia_gtx_960,npb-3.3,pintgr3,S,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pintgr3,S,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pintgr3,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pintgr3,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,pintgr3,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,pintgr3,W,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pintgr3,W,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pintgr3,W,0,0,1,1.3069070578258002
Grewe et al.,nvidia_gtx_960,npb-3.3,pintgr3,W,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pintgr3,W,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pintgr_reduce,A,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pintgr_reduce,A,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,pintgr_reduce,A,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,pintgr_reduce,A,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pintgr_reduce,A,0,0,1,1.2950813043741956
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pintgr_reduce,A,0,0,1,1.2950813043741956
Grewe et al.,nvidia_gtx_960,npb-3.3,pintgr_reduce,A,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pintgr_reduce,A,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pintgr_reduce,B,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pintgr_reduce,B,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,pintgr_reduce,B,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,pintgr_reduce,B,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pintgr_reduce,B,0,0,1,1.3239618719261776
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pintgr_reduce,B,0,0,1,1.3239618719261776
Grewe et al.,nvidia_gtx_960,npb-3.3,pintgr_reduce,B,0,0,1,1.3239618719261776
Static mapping,nvidia_gtx_960,npb-3.3,pintgr_reduce,B,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pintgr_reduce,C,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pintgr_reduce,C,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,pintgr_reduce,C,0,1,0,0.07883737445964041
Static mapping,amd_tahiti_7970,npb-3.3,pintgr_reduce,C,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pintgr_reduce,C,0,0,1,1.500361189145803
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pintgr_reduce,C,0,0,1,1.500361189145803
Grewe et al.,nvidia_gtx_960,npb-3.3,pintgr_reduce,C,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pintgr_reduce,C,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pintgr_reduce,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pintgr_reduce,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,pintgr_reduce,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,pintgr_reduce,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pintgr_reduce,S,0,0,1,1.3080753010599233
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pintgr_reduce,S,0,0,1,1.3080753010599233
Grewe et al.,nvidia_gtx_960,npb-3.3,pintgr_reduce,S,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pintgr_reduce,S,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pintgr_reduce,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pintgr_reduce,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,pintgr_reduce,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,pintgr_reduce,W,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pintgr_reduce,W,0,0,1,1.3609594398878535
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pintgr_reduce,W,0,0,1,1.3609594398878535
Grewe et al.,nvidia_gtx_960,npb-3.3,pintgr_reduce,W,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pintgr_reduce,W,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pinvr,A,1,1,1,1.037935940033903
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pinvr,A,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,pinvr,A,1,1,1,1.037935940033903
Static mapping,amd_tahiti_7970,npb-3.3,pinvr,A,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pinvr,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pinvr,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,pinvr,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pinvr,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pinvr,B,1,1,1,3.3552434569084255
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pinvr,B,1,1,1,3.3552434569084255
Grewe et al.,amd_tahiti_7970,npb-3.3,pinvr,B,1,1,1,3.3552434569084255
Static mapping,amd_tahiti_7970,npb-3.3,pinvr,B,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pinvr,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pinvr,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,pinvr,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pinvr,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pinvr,C,1,1,1,5.053627279561933
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pinvr,C,1,1,1,5.053627279561933
Grewe et al.,amd_tahiti_7970,npb-3.3,pinvr,C,1,1,1,5.053627279561933
Static mapping,amd_tahiti_7970,npb-3.3,pinvr,C,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pinvr,C,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pinvr,C,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,pinvr,C,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pinvr,C,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pinvr,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pinvr,S,0,1,0,0.14224000107705304
Grewe et al.,amd_tahiti_7970,npb-3.3,pinvr,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,pinvr,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pinvr,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pinvr,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,pinvr,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pinvr,S,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,pinvr,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,pinvr,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,pinvr,W,0,1,0,0.3235802242234883
Static mapping,amd_tahiti_7970,npb-3.3,pinvr,W,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,pinvr,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,pinvr,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,pinvr,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,pinvr,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs,A,1,1,1,2.2810349973655275
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs,A,1,1,1,2.2810349973655275
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs,A,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhs,A,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhs,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhs,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs,B,1,1,1,5.384498890055278
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs,B,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs,B,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhs,B,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhs,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhs,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs,C,1,1,1,7.317305057659633
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs,C,1,1,1,7.317305057659633
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs,C,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhs,C,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhs,C,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs,C,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs,C,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhs,C,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs,S,0,1,0,0.19176100254354603
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhs,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhs,S,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs,S,0,0,1,1.227270661313537
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs,S,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhs,S,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs,W,0,1,0,0.2558546175530573
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhs,W,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhs,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhs,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs_norm,A,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs_norm,A,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs_norm,A,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs_norm,A,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs_norm,A,0,1,0,0.10777725463339467
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs_norm,A,0,1,0,0.09906937338004564
Static mapping,amd_tahiti_7970,npb-3.3,rhs_norm,A,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhs_norm,A,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhs_norm,A,0,0,1,6.706349169699097
DeepTune,nvidia_gtx_960,npb-3.3,rhs_norm,A,0,0,1,5.318811728625182
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs_norm,A,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs_norm,A,0,1,0,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs_norm,A,0,0,1,6.706349169699097
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs_norm,A,0,0,1,5.318811728625182
Static mapping,nvidia_gtx_960,npb-3.3,rhs_norm,A,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhs_norm,A,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs_norm,B,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs_norm,B,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs_norm,B,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs_norm,B,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs_norm,B,0,1,0,0.28134300168758897
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs_norm,B,0,1,0,0.28155453703167227
Static mapping,amd_tahiti_7970,npb-3.3,rhs_norm,B,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhs_norm,B,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhs_norm,B,0,0,1,2.0468128694827232
DeepTune,nvidia_gtx_960,npb-3.3,rhs_norm,B,0,0,1,2.7442580008835944
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs_norm,B,0,0,1,2.0468128694827232
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs_norm,B,0,0,1,2.7442580008835944
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs_norm,B,0,0,1,2.0468128694827232
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs_norm,B,0,0,1,2.7442580008835944
Static mapping,nvidia_gtx_960,npb-3.3,rhs_norm,B,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhs_norm,B,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs_norm,C,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs_norm,C,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs_norm,C,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhs_norm,C,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhs_norm,C,0,0,1,1.655459115437088
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs_norm,C,0,0,1,1.655459115437088
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs_norm,C,0,0,1,1.655459115437088
Static mapping,nvidia_gtx_960,npb-3.3,rhs_norm,C,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs_norm,S,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs_norm,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs_norm,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs_norm,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs_norm,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs_norm,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhs_norm,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhs_norm,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhs_norm,S,0,0,1,1.2976395671741836
DeepTune,nvidia_gtx_960,npb-3.3,rhs_norm,S,0,0,1,1.659377353753452
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs_norm,S,0,0,1,1.2976395671741836
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs_norm,S,0,0,1,1.659377353753452
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs_norm,S,0,0,1,1.2976395671741836
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs_norm,S,0,0,1,1.659377353753452
Static mapping,nvidia_gtx_960,npb-3.3,rhs_norm,S,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhs_norm,S,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs_norm,W,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhs_norm,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs_norm,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhs_norm,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs_norm,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,rhs_norm,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhs_norm,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhs_norm,W,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhs_norm,W,0,0,1,2.786415763229278
DeepTune,nvidia_gtx_960,npb-3.3,rhs_norm,W,0,0,1,4.460154381387258
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs_norm,W,0,0,1,2.786415763229278
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhs_norm,W,0,0,1,4.460154381387258
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs_norm,W,0,0,1,2.786415763229278
Grewe et al.,nvidia_gtx_960,npb-3.3,rhs_norm,W,0,0,1,4.460154381387258
Static mapping,nvidia_gtx_960,npb-3.3,rhs_norm,W,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhs_norm,W,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhsx,A,1,0,0,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhsx,A,1,1,1,1.1449322497136758
Grewe et al.,amd_tahiti_7970,npb-3.3,rhsx,A,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhsx,A,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhsx,A,1,0,0,0.4019825150993424
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhsx,A,1,0,0,0.4019825150993424
Grewe et al.,nvidia_gtx_960,npb-3.3,rhsx,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhsx,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhsx,B,1,1,1,1.7866153411711918
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhsx,B,1,1,1,1.7866153411711918
Grewe et al.,amd_tahiti_7970,npb-3.3,rhsx,B,1,1,1,1.7866153411711918
Static mapping,amd_tahiti_7970,npb-3.3,rhsx,B,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhsx,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhsx,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,rhsx,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhsx,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhsx,C,1,1,1,1.6809626237568107
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhsx,C,1,1,1,1.6809626237568107
Grewe et al.,amd_tahiti_7970,npb-3.3,rhsx,C,1,1,1,1.6809626237568107
Static mapping,amd_tahiti_7970,npb-3.3,rhsx,C,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhsx,C,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhsx,C,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,rhsx,C,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhsx,C,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhsx,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhsx,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,rhsx,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhsx,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhsx,S,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhsx,S,0,0,1,1.4043581706257788
Grewe et al.,nvidia_gtx_960,npb-3.3,rhsx,S,0,0,1,1.4043581706257788
Static mapping,nvidia_gtx_960,npb-3.3,rhsx,S,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhsx,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhsx,W,0,1,0,0.3710072432121229
Grewe et al.,amd_tahiti_7970,npb-3.3,rhsx,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhsx,W,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhsx,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhsx,W,1,0,0,0.5962897163506279
Grewe et al.,nvidia_gtx_960,npb-3.3,rhsx,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhsx,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhsy,A,1,0,0,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhsy,A,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,rhsy,A,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhsy,A,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhsy,A,1,0,0,0.1678626441220023
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhsy,A,1,0,0,0.1678626441220023
Grewe et al.,nvidia_gtx_960,npb-3.3,rhsy,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhsy,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhsy,B,1,1,1,4.687028631092646
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhsy,B,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,rhsy,B,1,1,1,4.687028631092646
Static mapping,amd_tahiti_7970,npb-3.3,rhsy,B,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhsy,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhsy,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,rhsy,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhsy,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhsy,C,1,1,1,8.640630201275433
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhsy,C,1,1,1,8.640630201275433
Grewe et al.,amd_tahiti_7970,npb-3.3,rhsy,C,1,1,1,8.640630201275433
Static mapping,amd_tahiti_7970,npb-3.3,rhsy,C,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhsy,C,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhsy,C,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,rhsy,C,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,rhsy,C,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,rhsy,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,rhsy,S,0,1,0,0.1696918731324496
Grewe et al.,amd_tahiti_7970,npb-3.3,rhsy,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,rhsy,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,rhsy,S,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,rhsy,S,0,1,0,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,rhsy,S,0,0,1,1.4387923133087883
Static mapping,nvidia_gtx_960,npb-3.3,rhsy,S,0,1,0,1.0
